"","h2c.0","h2c.15","h2c.30","h2c.45","h2c.60"
"H2C",0.95809462435468,0.165515474157618,0.147568026687378,0.0285530241097978,-0.0347588868212171
"H2C",0.940598332529035,0.117540223275069,-0.0339928742061189,0.209383749591108,-0.0243537708342273
"H2C",0.871690124529539,0.174464831282827,0.08079415442219,-0.0381871767217829,-0.00793317636206583
"H2C",0.853758218581831,-0.0597181878847954,0.258483846242156,0.0149894588315251,-0.0650635927163819
"H2C",0.943694282242714,0.601982878212404,0.783111871534831,0.313621161115047,-0.0817229749405768
"H2C",0.962373899399382,0.768785968305564,0.769524865579709,0.767808559323806,-0.0908718951260941
"H2C",0.962437910778006,0.957156373157094,0.78900882442734,0.943169028294581,0.477539927877638
"H2C",0.949693193896749,0.930628279996118,0.888316765610268,0.952293919123997,0.826270708068996
