"tree","geno","year","c.obs","ses","pval.l","pval.u"
"N1.11_n45.55","T6",2010,0.333333333333333,0.261898227885583,1,0.9358
"N1.40_n45.55","RL6",2010,0,0.261898227885583,1,0.9358
