"","statistic","means","z","pval","method"
"1",31.1177596547497,62.0267623513552,-5.83035098621801,0.000999000999000999,r00
"2",32.4767250269287,62.4353962581487,-7.17237257010193,0.000999000999000999,r0
"3",32.2234574406227,34.9915570892942,-0.77708282275209,0.408591408591409,c0
"4",32.2347650017153,36.2653474804521,-1.46020662900745,0.140859140859141,r1
