"leaf.type","tree","geno","shoot","leaf","leaves","fungal","chew.edge","scrape","chomp","pb.upper","pb.pred","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","chew.holes","thrips","tier","fish.eye","tip.miner","edge.miner","mid.miner","pinch","edge.fold","mite"
"sen","np9.21","T6",1,20,307,1,,1,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,21,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,22,307,,,,1,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,23,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,24,307,,,,,,,,,,,,,,,,,,,,,
"sen","np9.21","T6",1,25,307,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,1,162,1,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,2,162,1,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,3,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,4,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,5,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,6,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,7,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,8,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,9,162,,,,1,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,10,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,11,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,12,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,13,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,14,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,15,162,,,1,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,16,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,17,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,18,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,19,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,20,162,,,1,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,21,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,22,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,23,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,24,162,,,,,,,,,,,,,,,,,,,,,
"sen","np2.34",1000,1,25,162,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,1,115,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.18","T6",1,2,115,,,1,,,,,,,,,,,,,,,,1,,
"sen","np4.18","T6",1,3,115,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,4,115,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,5,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,6,115,,,,,,,1,,,,,,,,,,,,,,
"sen","np4.18","T6",1,7,115,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,8,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,9,115,,1,1,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,10,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,11,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,12,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,13,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,14,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,15,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,16,115,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,17,115,,1,,,,,,,,,,1,,,,,,,,,
"sen","np4.18","T6",1,18,115,,,,,,,,,,,,1,,,,,,,,,
"sen","np4.18","T6",1,19,115,1,,,,2,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,20,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,21,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,22,115,,,,,,,,,,,,1,,,,,,,,,
"sen","np4.18","T6",1,23,115,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,24,115,,,,,,,,,,,,,,,,,,,,,
"sen","np4.18","T6",1,25,115,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,1,98,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,2,98,1,,,1,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,3,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,4,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,5,98,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,6,98,,,,,,,,,,,,,,,,1,,,,,
"sen","np2.31",11,1,7,98,1,,,,2,,,,,,,,,,,,1,,,,
"sen","np2.31",11,1,8,98,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,9,98,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,10,98,,,,1,,,,,,,,1,,,,,,,,,
"sen","np2.31",11,1,11,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,12,98,,1,,1,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,13,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,14,98,1,,,,2,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,15,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,16,98,,,1,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,17,98,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,18,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,19,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,20,98,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,21,98,,1,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,22,98,1,,,,1,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,23,98,,,,1,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,24,98,,,,,,,,,,,,,,,,,,,,,
"sen","np2.31",11,1,25,98,,,,,,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,1,15,1,1,,,2,,,,,,,,,1,,,,,,,
"sen","np7.39",11,1,2,15,,1,,,,,,,,,,,,1,,,,,,,
"sen","np7.39",11,1,3,15,1,,,,,,,,,,,,,1,,,,,,,
"sen","np7.39",11,1,4,15,,1,,,,,,,,,,,,1,,,,,,,
"sen","np7.39",11,1,5,15,1,,1,,1,1,,,,,,,,,,,,,,,
"sen","np7.39",11,1,6,15,1,1,1,,1,1,,,,,,,,,,,,,,,
"sen","np7.39",11,1,7,15,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,8,15,1,1,,,1,1,1,,,,,,,,,,,,,,
"sen","np7.39",11,1,9,15,1,,,,,,,,,,1,,,,,,,,,,
"sen","np7.39",11,1,10,15,,,,1,,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,11,15,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,12,15,1,1,,,1,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,13,15,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.39",11,1,14,15,1,,,,2,,,,,,,,,,,,,,,,
"sen","np7.39",11,1,15,15,1,,,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,1,56,1,,1,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,2,56,1,,,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,3,56,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.25",996,1,4,56,,,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,5,56,1,,,,2,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,6,56,1,,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,7,56,,,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,8,56,,,,,,,1,,,,,,,,,,,,,,
"sen","np5.25",996,1,9,56,,,,,1,1,,,,,,,,,,,,,,,
"sen","np5.25",996,1,10,56,,,,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,11,56,,,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,12,56,,1,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,13,56,1,,,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,14,56,,,1,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,15,56,1,,1,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,16,56,,,,,2,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,17,56,,,,,,,,,,,,1,,,,,,,,,
"sen","np5.25",996,1,18,56,1,,,,3,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,19,56,,,1,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,20,56,,,1,,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,21,56,,,,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,22,56,,,,1,,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,23,56,,,,,,,,,,,,,,1,,,,,,,
"sen","np5.25",996,1,24,56,,,,,1,,,,,,,,,,,,,,,,
"sen","np5.25",996,1,25,56,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,1,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,2,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,3,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,4,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,5,464,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,6,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,7,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,8,464,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,9,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,10,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,11,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,12,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,13,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,14,464,,,1,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,15,464,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,16,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,17,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,18,464,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,19,464,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,20,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,21,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,22,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,23,464,,,1,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,24,464,,,,,,,,,,,,,,,,,,,,,
"sen","np3.12",1000,1,25,464,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,1,107,1,,,,,,,,,,1,,,,,,,,,,
"sen","np4.08",1023,1,2,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,3,107,,,,,2,1,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,4,107,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,5,107,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,6,107,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,7,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,8,107,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,9,107,,1,1,,1,1,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,10,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,11,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,12,107,1,,1,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,13,107,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,14,107,,,,1,1,,,,,,,1,,,,,,,,,
"sen","np4.08",1023,1,15,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,16,107,,,,,1,,,,,,,1,,,,,,,,,
"sen","np4.08",1023,1,17,107,,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,18,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,19,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,20,107,,,,,,,1,,,,,,,,,,1,,,,
"sen","np4.08",1023,1,21,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,22,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,23,107,,,,,,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,24,107,1,,,,1,,,,,,,,,,,,,,,,
"sen","np4.08",1023,1,25,107,,,1,,,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,1,86,,,,,,,,,,,,,1,,,,,,,,
"sen","np7.06",1017,1,2,86,,,,,,,,,,,,,,1,,,,,,,
"sen","np7.06",1017,1,3,86,1,,,,,,1,,,,,,,,,,,,,,
"sen","np7.06",1017,1,4,86,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,5,86,,,,,,,1,,,,,,,,,,,,,,
"sen","np7.06",1017,1,6,86,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,7,86,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,8,86,1,,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,9,86,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,10,86,1,,1,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,11,86,1,,,,2,1,,,,,,1,,,,,,,,,
"sen","np7.06",1017,1,12,86,1,,,,2,1,,,,,,,,,,,,1,,,
"sen","np7.06",1017,1,13,86,1,1,,,,,,,,,,,1,,,,,,,,
"sen","np7.06",1017,1,14,86,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,15,86,1,,,,4,,,,,,,1,,,,,,,,,
"sen","np7.06",1017,1,16,86,,,,,,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,17,86,1,,,,,,,,,,,,1,,,,,,,,
"sen","np7.06",1017,1,18,86,1,,,,1,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,19,86,1,,,1,,,1,,,,,,,,,,,,,,
"sen","np7.06",1017,1,20,86,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,21,86,,1,,,1,,1,,,,,,,,,,,,,,
"sen","np7.06",1017,1,22,86,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,23,86,1,1,,,1,1,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,24,86,,,1,,,,,,,,,,,,,,,,,,
"sen","np7.06",1017,1,25,86,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,1,40,,1,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,2,40,,,1,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,3,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,4,40,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,5,40,,,1,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,6,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,7,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,8,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,9,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,10,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,11,40,,1,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,12,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,13,40,,1,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,14,40,1,,,,1,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,15,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,16,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,17,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,18,40,,1,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,19,40,1,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,20,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,21,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,22,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,23,40,,,,,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,24,40,,,,1,,,,,,,,,,,,,,,,,
"sen","np3.36",1000,1,25,40,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,1,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,2,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,3,28,1,1,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,4,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,5,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,6,28,1,1,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,7,28,,1,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,8,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,9,28,,,,,,,,,,,,,,,,,1,,,,
"sen","np4.37",1008,1,10,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,11,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,12,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,13,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,14,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,15,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,16,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,17,28,1,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,18,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,19,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,20,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,21,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,22,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,23,28,,,1,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,24,28,,,,,,,,,,,,,,,,,,,,,
"sen","np4.37",1008,1,25,28,,,,,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,1,12,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,2,12,1,,,,1,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,3,12,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,4,12,1,,,,,,,,,,,,,1,,,,,,,
"sen","np12.04",1017,1,5,12,1,,,,,,,,,,,1,,,,,,,,1,
"sen","np12.04",1017,1,6,12,,,,1,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,7,12,1,,,,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,8,12,,,,,,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,9,12,1,,,,1,,,,,,,1,,,,,,,,,
"sen","np12.04",1017,1,10,12,1,,,,,,,,,,,,,1,,,,,,,
"sen","np12.04",1017,1,11,12,1,,,,1,,,,,,,,,,,,,,,,
"sen","np12.04",1017,1,12,12,1,,,,1,,,,,,,,,,,,,,,,
"sen","np13.10",1017,0,0,0,,,,,,,,,,,,,,,,,,,,,
