tree,shoot,leaf,pb.gall,pb.abort,phyllo,roll,sp4,sp5,mid.holes,excentric,spot,chomp,edge,stem.gall,tip.chew,tier,round.petiole.gall,edge.miner,tip.miner,lacy,edge.pinch
N3.22,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,13,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,14,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
N3.22,14,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
N3.22,14,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N3.22,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,14,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
N3.22,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N3.22,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,15,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.31,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.31,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N1.31,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
N1.31,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,11,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,12,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.31,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N1.31,13,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
N1.31,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.31,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N1.31,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.31,15,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
N2.09,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,7,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,7,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N2.09,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,10,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
N2.09,10,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
N2.09,12,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
N2.09,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.09,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,13,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N2.09,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.09,15,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.09,15,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.09,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
N2.33,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.33,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.33,1,4,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
N2.33,2,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0
N2.33,2,2,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
N2.33,2,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0
N2.33,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.33,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N2.33,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.33,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N2.33,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.33,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.33,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,6,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.33,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
N2.33,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.33,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N2.33,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.33,8,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
N2.33,9,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
N2.33,9,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
N2.33,9,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
N2.33,9,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
N2.33,9,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
N2.33,9,6,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
N2.33,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,10,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N2.33,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,10,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
N2.33,11,1,0,0,0,0,0,0,2,2,5,0,3,0,0,0,0,0,0,0,0
N2.33,11,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
N2.33,11,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0
N2.33,11,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
N2.33,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.33,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N2.33,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
