tree,shoot,leaf,pb.gall,pb.abort,phyllo,roll,sp4,sp5,mid.holes,excentric,spot,chomp,edge,stem.gall,tip.chew,tier,round.petiole.gall,edge.miner,tip.miner,lacy,edge.pinch
N4.30,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,8,5,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N4.30,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N4.30,9,2,1,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0
N4.30,9,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N4.30,9,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
N4.30,9,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
N4.30,10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N4.30,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N4.30,10,3,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
N4.30,11,1,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
N4.30,11,2,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
N4.30,11,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,12,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N4.30,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,12,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N4.30,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,12,6,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N4.30,13,1,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0
N4.30,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,13,3,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0
N4.30,13,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
N4.30,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N4.30,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,14,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
N4.30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N4.30,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,15,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4.30,15,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N2.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,2,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
N2.45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N2.45,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N2.45,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N2.45,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N2.45,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N2.45,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
N2.45,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N2.45,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N2.45,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N2.45,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N2.45,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N2.45,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2.45,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.04,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.04,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.04,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,7,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
N1.04,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.04,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.04,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N1.04,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N1.04,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,9,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
N1.04,9,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.04,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.04,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
N1.04,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1.04,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N3.22,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
N3.22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N3.22,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N3.22,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,5,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
N3.22,5,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N3.22,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N3.22,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N3.22,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N3.22,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N3.22,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N3.22,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,7,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N3.22,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,8,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N3.22,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3.22,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
