"F","H2C","P.value","F.1","H2C.1","P.value.1","F.2","H2C.2","P.value.2","F.3","H2C.3","P.value.3","F.4","H2C.4","P.value.4","F.5","H2C.5","P.value.5","F.6","H2C.6","P.value.6","F.7","H2C.7","P.value.7","F.8","H2C.8","P.value.8","F.9","H2C.9","P.value.9","F.10","H2C.10","P.value.10","F.11","H2C.11","P.value.11","F.12","H2C.12","P.value.12","F.13","H2C.13","P.value.13","F.14","H2C.14","P.value.14","F.15","H2C.15","P.value.15","F.16","H2C.16","P.value.16","F.17","H2C.17","P.value.17","F.18","H2C.18","P.value.18","F.19","H2C.19","P.value.19","F.20","H2C.20","P.value.20","F.21","H2C.21","P.value.21","F.22","H2C.22","P.value.22","F.23","H2C.23","P.value.23","F.24","H2C.24","P.value.24","F.25","H2C.25","P.value.25","F.26","H2C.26","P.value.26","F.27","H2C.27","P.value.27","F.28","H2C.28","P.value.28","F.29","H2C.29","P.value.29","F.30","H2C.30","P.value.30","F.31","H2C.31","P.value.31","F.32","H2C.32","P.value.32","F.33","H2C.33","P.value.33","F.34","H2C.34","P.value.34","F.35","H2C.35","P.value.35","F.36","H2C.36","P.value.36","F.37","H2C.37","P.value.37","F.38","H2C.38","P.value.38","F.39","H2C.39","P.value.39","F.40","H2C.40","P.value.40","F.41","H2C.41","P.value.41","F.42","H2C.42","P.value.42","F.43","H2C.43","P.value.43","F.44","H2C.44","P.value.44","F.45","H2C.45","P.value.45","F.46","H2C.46","P.value.46","F.47","H2C.47","P.value.47","F.48","H2C.48","P.value.48","F.49","H2C.49","P.value.49","F.50","H2C.50","P.value.50","F.51","H2C.51","P.value.51","F.52","H2C.52","P.value.52","F.53","H2C.53","P.value.53","F.54","H2C.54","P.value.54","F.55","H2C.55","P.value.55","F.56","H2C.56","P.value.56","F.57","H2C.57","P.value.57","F.58","H2C.58","P.value.58","F.59","H2C.59","P.value.59","F.60","H2C.60","P.value.60","F.61","H2C.61","P.value.61","F.62","H2C.62","P.value.62","F.63","H2C.63","P.value.63","F.64","H2C.64","P.value.64","F.65","H2C.65","P.value.65","F.66","H2C.66","P.value.66","F.67","H2C.67","P.value.67","F.68","H2C.68","P.value.68","F.69","H2C.69","P.value.69","F.70","H2C.70","P.value.70","F.71","H2C.71","P.value.71","F.72","H2C.72","P.value.72","F.73","H2C.73","P.value.73","F.74","H2C.74","P.value.74","F.75","H2C.75","P.value.75","F.76","H2C.76","P.value.76","F.77","H2C.77","P.value.77","F.78","H2C.78","P.value.78","F.79","H2C.79","P.value.79","F.80","H2C.80","P.value.80","F.81","H2C.81","P.value.81","F.82","H2C.82","P.value.82","F.83","H2C.83","P.value.83","F.84","H2C.84","P.value.84","F.85","H2C.85","P.value.85","F.86","H2C.86","P.value.86","F.87","H2C.87","P.value.87","F.88","H2C.88","P.value.88","F.89","H2C.89","P.value.89"
2.14318714128,0.0214012276067926,0.016,2.105607988384,0.0210338664406146,0.014,2.136591184909,0.0213367677052576,0.008,1.83898366738,0.0184194950692432,0.03,2.068308001888,0.0206689614642944,0.013,1.648151644202,0.0165397111437312,0.064,1.929978204515,0.0193133055684794,0.02,1.99919175443,0.0199920791293952,0.015,1.083716391438,0.0109373813468709,0.399,2.050107675477,0.0204908092865456,0.015,6.685934760531,0.0638666003778331,0.001,5.206873401107,0.0504508394597974,0.001,3.831727259824,0.0376280297205168,0.001,7.106280918264,0.0676104306629392,0.001,5.578568357373,0.0538583265422787,0.001,6.765844626266,0.0645806336063244,0.001,6.969220421619,0.0663929901891856,0.001,5.812875635177,0.0559937830409887,0.001,8.449547798057,0.0793760797752435,0.001,7.990095579433,0.0753853040300816,0.001,22.152192076064,0.18436777301608,0.001,24.480824320846,0.19987475146899,0.001,23.7777584392,0.195255346657341,0.001,22.641223200073,0.18767401887599,0.001,24.835939177818,0.202187888528822,0.001,24.985908773687,0.203160744371658,0.001,20.78405709462,0.17497345690141,0.001,25.127026582982,0.204074014294882,0.001,20.004397389375,0.169522474008892,0.001,21.790081373655,0.181902216976434,0.001,55.430576748295,0.361274642402145,0.001,53.035531474332,0.351146057862188,0.001,53.850393408398,0.354627947940633,0.001,55.462088585334,0.361405797983089,0.001,54.868816605002,0.358927463583223,0.001,53.05942295452,0.351248680266008,0.001,53.849667898114,0.354624864469546,0.001,53.255995528906,0.352091798693219,0.001,52.816215017814,0.350202496539087,0.001,55.106198253069,0.359921406721783,0.001,68.828428723884,0.412570143172666,0.001,69.102337794933,0.413533040332056,0.001,69.553763817291,0.41511310896684,0.001,67.20022736766,0.40678047747539,0.001,69.252837469312,0.414060762837695,0.001,67.834557260912,0.409049587621148,0.001,68.774802674924,0.412381256471813,0.001,70.183754443901,0.417304005823651,0.001,69.523809024334,0.41500852582832,0.001,67.597969457963,0.408205303961306,0.001,75.672574153762,0.435719770507718,0.001,75.985161057641,0.436733573114705,0.001,75.706657207313,0.435830488160047,0.001,76.419884653933,0.438137456664176,0.001,75.44263355938,0.434971679172244,0.001,75.090839279927,0.433823301061521,0.001,75.433581339047,0.434942187992884,0.001,75.830506812052,0.436232443906069,0.001,75.790220516549,0.436101756999222,0.001,75.656615909149,0.435667915748916,0.001,94.18245277475,0.490067908984062,0.001,93.440717487,0.488092181817828,0.001,93.54640294722,0.488374626241332,0.001,93.399323191012,0.487981470539484,0.001,93.686087975454,0.488747456661803,0.001,93.759627672464,0.488943521691702,0.001,93.910661607869,0.489345723791816,0.001,93.821698233554,0.489108891734034,0.001,93.41102943454,0.488012784375549,0.001,93.682248823726,0.488737216923396,0.001,81.833220823088,0.455050632183204,0.001,81.710868700269,0.45467961560272,0.001,81.549312712846,0.454188943865623,0.001,81.849251183809,0.45509920472317,0.001,81.81040063446,0.454981471293052,0.001,81.962376372213,0.455441731902294,0.001,81.591147308222,0.454316087018431,0.001,81.703401625631,0.454656956332082,0.001,81.667969229474,0.454549408999925,0.001,81.507150097779,0.454060743838792,0.001,49.700318542873,0.336494321970243,0.001,49.836679087243,0.337106321617469,0.001,49.883112512888,0.337314461842563,0.001,49.690555372136,0.336450460538458,0.001,49.993676054752,0.337809542863551,0.001,49.822595248991,0.33704316424069,0.001,49.831333557466,0.337082351611846,0.001,49.954406433389,0.337633786229132,0.001,49.955374187351,0.337638118667416,0.001,49.933008934207,0.337537979481066,0.001
