"","z","means","pval","method","statistic","alternative"
"1",-4.32636571111234,46.2468112283719,0.0001999600079984,r00,6.93628325026512,two.sided
"2",-5.30555635112319,43.8939680010506,0.0001999600079984,r0,6.93628325026512,two.sided
"3",-2.59674581903528,18.2518736398031,0.000599880023995201,c0,6.93628325026512,two.sided
"4",-2.19404214827476,13.8382299789739,0.0025994801039792,r1,6.93628325026512,two.sided
