"z","means","pval","method","statistic","alternative"
-7.98722470717286,51.0625429943183,0.000999000999000999,r00,7.22174579620519,two.sided
-11.5089764472476,52.8417021071934,0.000999000999000999,r0,7.2920566778165,two.sided
-3.84047365688973,15.8356238221835,0.000999000999000999,c0,7.25685980291954,two.sided
-3.49637199555269,16.3963477492033,0.000999000999000999,r1,7.25436071120551,two.sided
