"","lower.CI","H2C","upper.CI","z"
"38",-0.0628971316134575,0.109021243234672,0.280939618082802,1
"39",-0.105274571687306,-0.0430368783622093,0.0192008149628874,1
"40",-0.0840636533202165,0.050309140757904,0.184681934836024,1
"41",-0.0612837578552186,0.112905318023764,0.287094393902746,1
"42",-0.0888712851567019,0.0339984488525296,0.156868182861761,1
"43",-0.105432936756889,-0.0441332358493611,0.0171664650581664,1
"44",-0.0956758357588561,0.00754970362385912,0.110775243006574,1
"45",-0.0820477890449354,0.0567155072237052,0.195478803492346,1
"46",-0.0961588709397091,0.00547004749107115,0.107098965921851,1
"47",-0.0980167952878754,-0.00285600652248765,0.0923047822429002,1
"48",-0.102265261655337,-0.0244285531231313,0.0534081554090747,1
"49",-0.0778121762397406,0.06949333427469,0.216798844789121,1
"50",-0.0406007237520884,0.158031196650632,0.356663117053353,1
"51",-0.0981561730611728,-0.0035034313465296,0.0911493103681136,2
"52",-0.0933457193147838,0.0171579651808757,0.127661649676535,2
"53",-0.104109127878538,-0.0353756792969633,0.0333577692846113,2
"54",-0.0590881073449429,0.118091903896065,0.295271915137072,2
"55",-0.0999850986083644,-0.0123402312228456,0.0753046361626732,2
"56",-0.0975904744513788,-0.000896499201286027,0.0957974760488068,2
"57",-0.0957994661671408,0.0070205225393291,0.109840511245799,2
"58",-0.07692821574906,0.0720560729690506,0.221040361687161,2
"59",-0.0855147769098949,0.0455494593605089,0.176613695630913,2
"60",-0.0980113457345503,-0.00283076189947359,0.0923498219356031,2
"61",-0.0814268600252427,0.0586440281484934,0.198714916322229,2
"62",-0.103158830838416,-0.0295783507584127,0.0440021293215902,2
"63",-0.0721622682031479,0.0853384660744489,0.242839200352046,2
"64",-0.0958321154184872,0.00688042059777234,0.109592956614032,2
"65",-0.101359267246194,-0.0194610323594909,0.062437202527212,2
"66",-0.108868838446309,-0.0732628049985987,-0.0376567715508885,2
"67",-0.0746361827823084,0.0785515148064601,0.231739212395229,2
"68",-0.0925844569902184,0.0201601984476137,0.132904853885446,2
"69",-0.0647228374165897,0.10454708192256,0.27381700126171,2
"70",-0.0952458294229178,0.00937416892042106,0.11399416726376,2
"71",-0.100056340570675,-0.0126983980406681,0.0746595444893392,2
"72",-0.10875429725091,-0.0720376744121533,-0.0353210515733968,2
"73",-0.0824916193185524,0.0553244596620663,0.193140538642685,2
"74",-0.107957475002857,-0.0641834523278896,-0.0204094296529224,2
"75",-0.0890269764132263,0.0334423470819947,0.155911670577216,2
"76",-0.0779845139333579,0.0689897767562624,0.215964067445883,2
"77",-0.0931618901508719,0.0178886804488583,0.128939251048588,2
"78",-0.101585749160747,-0.0206808502762698,0.0602240486082069,2
"79",-0.101402718934953,-0.0196939752456274,0.0620147684436985,2
"80",-0.106910911920275,-0.055179104784689,-0.00344729764910335,2
"81",-0.104249180283358,-0.0362617416508554,0.0317256969816475,2
"82",-0.0779253782811384,0.0691627130339571,0.216250804349053,2
"83",-0.0785047941893198,0.0674616057450676,0.213428005679455,2
"84",-0.104987093572831,-0.0410828446805395,0.0228214042117518,2
"85",-0.105270975335728,-0.0430121491424519,0.0192466770508246,2
"86",-0.0706882490807738,0.0892805907952915,0.249249430671357,2
"87",-0.108415155982731,-0.0685633057204023,-0.0287114554580733,2
"88",-0.109355764091361,-0.0788248854606943,-0.0482940068300272,2
"89",-0.103076280734929,-0.0290911238974863,0.044894032939956,2
"90",-0.101068806110723,-0.0179167774274036,0.0652352512559159,2
"91",-0.102609049309273,-0.0263783433643365,0.0498523625805998,2
"92",-0.0968660000140657,0.0023648193371631,0.101595638688392,2
"93",-0.108648499389842,-0.070930279395385,-0.0332120594009284,2
"94",-0.0978145683668877,-0.00192264802949009,0.0939692723079075,2
"95",-0.101881040775432,-0.022292823293113,0.057295394189206,2
"96",-0.0924533450562463,0.0206710678495017,0.13379548075525,2
"97",-0.0986411626447162,-0.00578343662514951,0.0870742893944171,2
"98",-0.0599004852981368,0.116185844215982,0.292272173730101,2
"99",-0.0622529774795618,0.110579643454947,0.283412264389456,2
"100",-0.100570804675621,-0.015319257161299,0.0699322903530228,2
"101",-0.108763911297354,-0.0721394343364145,-0.0355149573754753,3
"102",-0.037084563327924,0.165007560215587,0.367099683759097,3
"103",-0.0954117305862709,0.00867319907312976,0.11275812873253,3
"104",0.163194650173551,0.433628732511619,0.704062814849687,3
"105",-0.0844687013535344,0.0489936108122034,0.182455922977941,3
"106",-0.0569101303078714,0.123130077858138,0.303170286024148,3
"107",0.0115761321810573,0.248437129539786,0.485298126898515,3
"108",-0.103964366695506,-0.0344688424876789,0.0350266817201479,3
"109",0.0097305812910112,0.245614798512208,0.481499015733405,3
"110",-0.0370258491073039,0.165122635051779,0.367271119210862,3
"111",-0.0616374758442576,0.112059193067994,0.285755861980246,3
"112",-0.0900828185896909,0.0296186318811018,0.149320082351895,3
"113",-0.0959533465135935,0.00635890527688611,0.108671157067366,3
"114",-0.0741063261926655,0.0800239437785089,0.234154213749683,3
"115",-0.0878647876898161,0.0375478576358015,0.162960502961419,3
"116",-0.0587946756480166,0.118776725478772,0.29634812660556,3
"117",-0.108014430625867,-0.0647114391912988,-0.0214084477567308,3
"118",-0.0946838550968898,0.0117221243235572,0.118128103744004,3
"119",-0.0618464976508979,0.111557777543887,0.284962052738671,3
"120",-0.0154544853364383,0.204701678275205,0.424857841886848,3
"121",0.0541810406715821,0.308524214412858,0.562867388154135,3
"122",0.107033593858297,0.373109835646822,0.639186077435346,3
"123",0.0512224445267676,0.304622604749761,0.558022764972754,3
"124",-0.0891892518588722,0.0328606556157821,0.154910563090436,3
"125",0.0970462201579587,0.36156136559538,0.626076511032802,3
"126",-0.0979918821875218,-0.00274064078004698,0.0925106006274278,3
"127",-0.0268932498343717,0.1843432016613,0.395579653156972,3
"128",-0.0835486551971448,0.051967727608961,0.187484110415067,3
"129",-0.0305597042325838,0.17752885610903,0.385617416450644,3
"130",-0.0458914573004038,0.147198410717779,0.340288278735963,3
"131",-0.088716602764337,0.0345490394083907,0.157814681581118,3
"132",-0.087518717945997,0.0387506033786134,0.165019924703224,3
"133",-0.060308691205758,0.115222396393209,0.290753483992175,3
"134",-0.10196321946955,-0.0227459071435051,0.0564714051825403,3
"135",-0.064325292434059,0.105528688850116,0.275382670134291,3
"136",-0.0930294409076855,0.0184128701685568,0.129855181244799,3
"137",-0.0314354961092577,0.175878379359548,0.383192254828354,3
"138",-0.0833723781051959,0.0525319000608247,0.188436178226845,3
"139",-0.105181791389033,-0.0424012432711348,0.0203793048467639,3
"140",-0.0667395061544672,0.0995017678476779,0.265743041849823,3
"141",-0.0981717844822883,-0.0035761613437378,0.0910194617948128,3
"142",-0.0467012620191781,0.145502193058572,0.337705648136322,3
"143",-0.0978698131420011,-0.00217692629183737,0.0935159605583264,3
"144",-0.0841805129399617,0.0499306095054303,0.184041731950822,3
"145",-0.0917505712584624,0.0233796001449311,0.138509771548325,3
"146",-0.0869081050538473,0.040851608424009,0.168611321901865,3
"147",-0.0513721446884587,0.135503883134064,0.322379910956588,3
"148",-0.0372563404107449,0.164670630235473,0.36659760088169,3
"149",-0.0804977753415467,0.0614925924754897,0.203482960292526,3
"150",-0.0480550888946602,0.142642546435789,0.333340181766237,3
"151",0.00975331352050526,0.245649692428236,0.481546071335967,4
"152",0.170886739336542,0.441415316052011,0.71194389276748,4
"153",0.190651888518003,0.4609497178107,0.731247547103397,4
"154",0.191164938422461,0.461448128449625,0.731731318476789,4
"155",0.129717645833075,0.398395565812552,0.667073485792028,4
"156",0.212116623647126,0.481452724596399,0.750788825545672,4
"157",0.117103425000161,0.384489212528216,0.651875000056271,4
"158",0.162227403306891,0.432641921366882,0.703056439426874,4
"159",0.258543649722276,0.523589661482134,0.788635673241991,4
"160",0.253964447114165,0.519555874877803,0.78514730264144,4
"161",0.10663622427981,0.372655463565041,0.638674702850273,4
"162",0.304615740631949,0.562861094345253,0.821106448058557,4
"163",0.112022835780288,0.37877997633087,0.645537116881452,4
"164",0.0952515468364249,0.359457053342928,0.623662559849431,4
"165",0.215491517949128,0.484613776400083,0.753736034851039,4
"166",0.231336110184104,0.49924079924294,0.767145488301775,4
"167",0.0257008657329934,0.269370931497444,0.513040997261894,4
"168",0.102413870213652,0.367801590299495,0.633189310385337,4
"169",0.0722984924388821,0.331691472079011,0.59108445171914,4
"170",0.104729827663649,0.370469811819308,0.636209795974967,4
"171",0.254880851912622,0.520365144158656,0.785849436404689,4
"172",-0.00844306186356972,0.216582894519101,0.441608850901771,4
"173",0.179915703506713,0.450421013590751,0.720926323674789,4
"174",0.297908775537426,0.55728452943671,0.816660283335995,4
"175",0.0260710215006661,0.269904642901713,0.513738264302761,4
"176",0.227296426767121,0.4955442382569,0.763792049746678,4
"177",0.108742106500653,0.37505873930667,0.641375372112687,4
"178",0.240313215739248,0.507378169193607,0.774443122647966,4
"179",0.245754984280046,0.512260399272783,0.77876581426552,4
"180",0.279842093027672,0.542031269781162,0.804220446534652,4
"181",0.290252347004683,0.550862364650178,0.811472382295673,4
"182",0.270646268454395,0.534132117415523,0.79761796637665,4
"183",0.239902993537634,0.507008600888816,0.774114208239998,4
"184",0.124990579146406,0.393227921913836,0.661465264681267,4
"185",0.0844811558584549,0.346631625475832,0.608782095093209,4
"186",0.21418196599703,0.483389148143374,0.752596330289717,4
"187",0.0669844227951446,0.325019588453307,0.58305475411147,4
"188",0.281578087707492,0.543512019890722,0.805445952073952,4
"189",0.0730228112170855,0.332593346643542,0.592163882069999,4
"190",0.219881825963383,0.488701574833499,0.757521323703615,4
"191",0.0352776441541746,0.28295521193555,0.530632779716925,4
"192",0.132678570861384,0.401606676783502,0.67053478270562,4
"193",0.0725736439416582,0.332034281980102,0.591494920018547,4
"194",0.0659571838543412,0.323718460039024,0.581479736223707,4
"195",0.0865140755083433,0.349078945584796,0.611643815661249,4
"196",0.161830444529694,0.432236428520176,0.702642412510657,4
"197",0.244290422179757,0.510950108325864,0.777609794471971,4
"198",0.0825684969811458,0.344317453353865,0.606066409726584,4
"199",0.0782151284219315,0.339007269692314,0.599799410962697,4
"200",0.20870662639603,0.478241998038068,0.747777369680106,4
"201",0.0769626002573396,0.337468180726342,0.597973761195345,5
"202",0.10240873340982,0.367795656147044,0.633182578884268,5
"203",0.196052912918734,0.466175593325864,0.736298273732994,5
"204",0.0751152451878465,0.335188802236284,0.595262359284721,5
"205",-0.00286125513134475,0.225754739681386,0.454370734494116,5
"206",0.271252533818487,0.534655803526324,0.798059073234161,5
"207",0.180914371836404,0.451408481134225,0.721902590432046,5
"208",0.0882522751984243,0.351161513845902,0.61407075249338,5
"209",0.276655145990114,0.539304323122585,0.801953500255056,5
"210",0.279213519156986,0.54149430554177,0.803775091926554,5
"211",0.0821337654551006,0.343789871159831,0.605445976864561,5
"212",0.241227954962692,0.508201480260026,0.775175005557361,5
"213",-0.00324269453469087,0.225135597607377,0.453513889749445,5
"214",0.280474208611035,0.542570824628765,0.804667440646496,5
"215",-0.0110994295283256,0.212130671836562,0.435360773201449,5
"216",0.00993098613188928,0.245922306653655,0.48191362717542,5
"217",0.1501618620553,0.420182514766362,0.690203167477424,5
"218",0.161242125956548,0.431634919552282,0.702027713148016,5
"219",0.138189908463064,0.407532234180684,0.676874559898304,5
"220",0.294355397105324,0.554311517013042,0.81426763692076,5
"221",-0.0267764599712933,0.184557805858604,0.395892071688502,5
"222",-0.0154551269269568,0.204700571534014,0.424856269994985,5
"223",-0.0171804325753532,0.201710906249453,0.42060224507426,5
"224",0.180956593303178,0.451450191850951,0.721943790398725,5
"225",0.151263395603185,0.421331771990078,0.691400148376972,5
"226",0.0177280216324503,0.257695066368742,0.497662111105034,5
"227",0.124082793933969,0.392229629994468,0.660376466054968,5
"228",0.0680642894030693,0.326383341577322,0.584702393751575,5
"229",0.160198671070073,0.430566470847174,0.700934270624276,5
"230",0.0107849914804737,0.247229881682896,0.483674771885318,5
"231",0.26253776201154,0.527087703027035,0.79163764404253,5
"232",0.0846576728731579,0.346844626788468,0.609031580703778,5
"233",-0.0544816776975622,0.128630136955996,0.311741951609554,5
"234",-0.00373502833329376,0.224334837067978,0.452404702469249,5
"235",0.283055781148179,0.544769871474724,0.806483961801269,5
"236",-0.0237244598179728,0.190114281096154,0.40395302201028,5
"237",0.0102975951882505,0.246484187291788,0.482670779395325,5
"238",0.281186639093567,0.54317841237967,0.805170185665772,5
"239",-0.0287482611285286,0.180914452950669,0.390577167029866,5
"240",0.0516528760499776,0.305192425192945,0.558731974335912,5
"241",0.062805457864838,0.319702693965182,0.576599930065526,5
"242",-0.042003567092165,0.155199534437102,0.352402635966368,5
"243",0.282379614700124,0.544194593765314,0.806009572830503,5
"244",0.27681096264788,0.539437909212465,0.80206485577705,5
"245",0.0175360406413916,0.257409534874196,0.497283029107,5
"246",0.092372163303558,0.356061691503964,0.61975121970437,5
"247",0.0268414514225932,0.27101319123757,0.515184931052547,5
"248",0.173989080887403,0.44452569460083,0.715062308314258,5
"249",0.137960432889526,0.407286825427146,0.676613217964766,5
"250",0.280462723398506,0.542561025080942,0.804659326763378,5
"251",-0.0100679881413585,0.213866353043593,0.437800694228544,6
"252",0.270066107090009,0.533630590382053,0.797195073674097,6
"253",0.162022240034263,0.432432384129581,0.702842528224898,6
"254",0.11765678072274,0.385107186362022,0.652557592001304,6
"255",0.08439657052828,0.346529523176093,0.608662475823905,6
"256",0.230953437054334,0.498891567220159,0.766829697385985,6
"257",0.0398877363354422,0.289336051157903,0.538784365980364,6
"258",0.0229044401498965,0.265315365019813,0.507726289889729,6
"259",0.0614297036973841,0.31793838992148,0.574447076145576,6
"260",0.0119958861050021,0.249076078774694,0.486156271444386,6
"261",0.156612883989891,0.426879053667106,0.69714522334432,6
"262",0.00485016528246238,0.238045936988384,0.471241708694306,6
"263",0.0900342529114773,0.353287139287239,0.616540025663001,6
"264",0.180298898340362,0.450800110507747,0.721301322675132,6
"265",0.0184287155100601,0.258735403466932,0.499042091423803,6
"266",0.0244171531294965,0.26751439405531,0.510611634981124,6
"267",0.0974035192038454,0.361979227044345,0.626554934884844,6
"268",0.0963887795550351,0.360791551164907,0.625194322774778,6
"269",0.164575215704642,0.435034215597625,0.705493215490607,6
"270",0.0568509132180187,0.31201524167476,0.567179570131502,6
"271",0.00876784903744282,0.244133986979547,0.479500124921651,6
"272",0.157904987295166,0.428210605981558,0.69851622466795,6
"273",0.180205785632456,0.450708016474951,0.721210247317446,6
"274",0.187106060917792,0.457493426971301,0.727880793024811,6
"275",0.104432914073239,0.37012853873901,0.63582416340478,6
"276",0.048544246119211,0.301060027883466,0.55357580964772,6
"277",0.261389368375467,0.52608386253712,0.790778356698773,6
"278",0.115491268742962,0.382684516820888,0.649877764898814,6
"279",0.190631136600409,0.460929549118075,0.731227961635741,6
"280",0.0230381469575343,0.265510232086647,0.507982317215759,6
"281",0.0454153253612246,0.296859877395203,0.548304429429181,6
"282",-0.0607824318678901,0.114099426220166,0.288981284308221,6
"283",0.0417746191145424,0.291919592000819,0.542064564887096,6
"284",0.188590864179082,0.458943222488826,0.729295580798571,6
"285",0.0622315398828872,0.318967536626369,0.575703533369851,6
"286",0.266081745610121,0.530175907886196,0.794270070162271,6
"287",0.263610595842293,0.528024102670641,0.792437609498989,6
"288",-0.0139672944480732,0.207257198035519,0.428481690519111,6
"289",0.153929296804259,0.424103235481918,0.694277174159578,6
"290",-0.0223982569458335,0.192498554021563,0.407395364988959,6
"291",-0.0144228181669368,0.206476534174538,0.427375886516013,6
"292",-0.0302292737734832,0.178149242829447,0.386527759432378,6
"293",0.187185430046189,0.45757101590808,0.727956601769971,6
"294",-0.00826342761333684,0.216881884704395,0.442027197022126,6
"295",0.0789116121004155,0.33986089909913,0.600810186097844,6
"296",-0.0334257613786505,0.172093636997227,0.377613035373104,6
"297",0.0567753914690212,0.31191687470309,0.567058357937159,6
"298",-0.00720456342269452,0.218639028113725,0.444482619650145,6
"299",0.0457022029587326,0.297246707205549,0.548791211452366,6
"300",0.0525556542717839,0.306385115571783,0.560214576871782,6
"301",0.0242194359850386,0.267227671538948,0.510235907092858,7
"302",0.124349122526001,0.39252271092887,0.660696299331738,7
"303",0.32236333653301,0.577404237182287,0.832445137831564,7
"304",0.147822219606565,0.417733448684013,0.687644677761461,7
"305",0.322002298912642,0.577111384959244,0.832220471005847,7
"306",0.322803147107599,0.577760820684927,0.832718494262254,7
"307",0.0338163934776993,0.280911806976152,0.528007220474605,7
"308",0.262949286423584,0.527447051793735,0.791944817163887,7
"309",0.0672351501826032,0.325336596975925,0.583438043769248,7
"310",0.320920780518132,0.57623339072517,0.831546000932207,7
"311",0.213039305394027,0.482318574284734,0.751597843175442,7
"312",0.0645029004183807,0.321869961655883,0.579237022893386,7
"313",0.321948693140177,0.577067892747366,0.832187092354556,7
"314",0.132418101394494,0.401324983157342,0.670231864920189,7
"315",0.139239057589906,0.408652794060286,0.678066530530665,7
"316",0.0518376833114476,0.305436848627037,0.559036013942626,7
"317",0.214917371600835,0.484077165743858,0.75323695988688,7
"318",0.140175483457428,0.409650978159653,0.679126472861879,7
"319",0.0276084658731231,0.272113758762296,0.516619051651469,7
"320",0.23913494191687,0.506316084011981,0.773497226107092,7
"321",0.137874525466592,0.407194924134521,0.676515322802449,7
"322",0.321179582539715,0.576443590303987,0.831707598068259,7
"323",-0.00317580172572451,0.225244255115484,0.453664311956692,7
"324",0.324309904870677,0.578981081355213,0.833652257839749,7
"325",0.21904996980091,0.487929126935876,0.756808284070843,7
"326",0.19921569502705,0.469214508899215,0.739213322771381,7
"327",0.00425184084499303,0.237107159993798,0.469962479142603,7
"328",0.259814929085674,0.52470508750211,0.789595245918546,7
"329",0.247435527182338,0.513760613959278,0.780085700736218,7
"330",0.130897027697234,0.399676951151874,0.668456874606514,7
"331",0.322657436155716,0.577642703202675,0.832627970249634,7
"332",0.320751673163196,0.576096007358535,0.831440341553874,7
"333",0.0621655842255395,0.318882973229872,0.575600362234205,7
"334",0.223594526176042,0.492137358548726,0.76068019092141,7
"335",0.0399197374622746,0.289380001413293,0.538840265364312,7
"336",0.322173228489271,0.577250048056744,0.832326867624216,7
"337",0.117006334268229,0.384380706863029,0.651755079457829,7
"338",0.206810841409503,0.476449596300255,0.746088351191006,7
"339",0.242660645342881,0.509488829637841,0.776317013932801,7
"340",0.320712081000635,0.576063838672555,0.831415596344476,7
"341",0.258991945427015,0.523983216567454,0.788974487707893,7
"342",0.25900955290928,0.52399866916681,0.788987785424341,7
"343",0.039860015458502,0.289297975625592,0.538735935792682,7
"344",0.209536448874906,0.47902489672861,0.748513344582315,7
"345",0.246792914799948,0.513187371960968,0.779581829121988,7
"346",0.151797187007897,0.421887822602033,0.691978458196169,7
"347",0.238390332973879,0.505643979451308,0.772897625928737,7
"348",0.244937375877152,0.511529246554592,0.778121117232032,7
"349",0.321489717783611,0.576695400015968,0.831901082248324,7
"350",-0.00914180282136626,0.215417392851106,0.439976588523578,7
"351",0.294765771758571,0.55465552928699,0.814545286815409,8
"352",0.342114119033701,0.593243227989934,0.844372336946167,8
"353",0.0757803608843376,0.336010757837066,0.596241154789794,8
"354",0.341176639819117,0.592499317134163,0.843821994449209,8
"355",0.342878733716515,0.593849397723854,0.844820061731193,8
"356",0.341647914104105,0.592873380113118,0.844098846122132,8
"357",0.342452839851256,0.593511821424875,0.844570802998494,8
"358",0.186779538962442,0.457174120071512,0.727568701180581,8
"359",0.27402114010514,0.537042041200296,0.800062942295452,8
"360",0.205713728888503,0.475409872525512,0.745106016162522,8
"361",0.298094679402522,0.557439713989457,0.816784748576392,8
"362",0.124953793360847,0.393187505881482,0.661421218402118,8
"363",0.341358341522607,0.592643561689651,0.843928781856695,8
"364",0.343465698095754,0.594314384086088,0.845163070076422,8
"365",0.342621892569142,0.593645836651887,0.844669780734633,8
"366",0.340540430620785,0.591994031783178,0.84344763294557,8
"367",0.21804015026191,0.486990117123179,0.755940083984449,8
"368",0.342487603212898,0.593539381848091,0.844591160483283,8
"369",0.343628908071441,0.59444362380574,0.845258339540038,8
"370",0.234633455461917,0.502241952123926,0.769850448785935,8
"371",0.342310760314808,0.593399169668962,0.844487579023117,8
"372",0.342837754560592,0.593816923295004,0.844796092029416,8
"373",0.204749813051063,0.474494892364686,0.744239971678308,8
"374",0.201581118612054,0.471477190525228,0.741373262438402,8
"375",0.341890048091454,0.593065492647393,0.844240937203332,8
"376",0.342153579127332,0.593274523587821,0.844395468048311,8
"377",0.206445165027645,0.476103247536066,0.745761330044488,8
"378",0.124652859591591,0.392856755897388,0.661060652203185,8
"379",0.280923011268095,0.542953644888882,0.804984278509669,8
"380",0.199755443331509,0.469731570078421,0.739707696825333,8
"381",0.296288466879015,0.555930470142016,0.815572473405017,8
"382",0.0895212643962375,0.352676190423387,0.615831116450536,8
"383",0.205516073427161,0.475222365049642,0.744928656672123,8
"384",0.274765733320237,0.537682335589901,0.800598937859565,8
"385",0.341334380825475,0.592624542060753,0.843914703296031,8
"386",0.178751872796478,0.449268097322085,0.719784321847692,8
"387",0.340058371006299,0.591610937045346,0.843163503084393,8
"388",0.339772177956434,0.591383401479554,0.842994625002673,8
"389",0.271310373450432,0.534705743146814,0.798101112843197,8
"390",0.343242586979565,0.594137673424686,0.845032759869808,8
"391",0.201765201099179,0.471652918126932,0.741540635154684,8
"392",0.206019262813084,0.475699604813166,0.745379946813249,8
"393",0.0788103188243819,0.339736848525278,0.600663378226175,8
"394",0.341783767504339,0.592981174445637,0.844178581386936,8
"395",0.3422736584681,0.593369749521557,0.844465840575015,8
"396",0.271093463320895,0.534518440160474,0.797943417000052,8
"397",0.199994773031029,0.469960696519968,0.739926620008907,8
"398",0.343593180972268,0.594415334868452,0.845237488764636,8
"399",0.343547339810925,0.594379035927235,0.845210732043546,8
"400",0.340807615698463,0.592206276832455,0.843604937966447,8
"401",0.0467336719370004,0.298634643146121,0.550535614355242,9
"402",0.238200334180695,0.505472366744184,0.772744399307674,9
"403",0.210765794955841,0.480182868647863,0.749599942339886,9
"404",0.210782057630663,0.480198172309051,0.749614286987439,9
"405",0.16941512395266,0.439933910345861,0.710452696739062,9
"406",-0.000128393859282538,0.23015916563707,0.460446725133423,9
"407",0.219646545364131,0.48848319563805,0.757319845911969,9
"408",0.219408789450307,0.4882624400736,0.757116090696894,9
"409",0.227244967767553,0.49549700825483,0.763749048742106,9
"410",0.331824246104533,0.585035370556964,0.838246495009394,9
"411",0.147310002483314,0.417195802110001,0.687081601736689,9
"412",0.216784215018363,0.48582023862078,0.754856262223197,9
"413",0.138717872305719,0.408096427964128,0.677474983622537,9
"414",0.137660877528114,0.406966300995113,0.676271724462112,9
"415",0.143668795550907,0.413358377580144,0.68304795960938,9
"416",0.331410375848009,0.584703258261109,0.837996140674209,9
"417",0.218219580907518,0.487157070943463,0.756094560979409,9
"418",0.183368421518244,0.45382786306568,0.724287304613115,9
"419",0.142508808569625,0.412130133538449,0.681751458507274,9
"420",0.331991555028457,0.585169584432402,0.838347613836348,9
"421",0.333759029054117,0.586585893767851,0.839412758481584,9
"422",0.209328380018218,0.478828688691297,0.748328997364376,9
"423",0.146086449533661,0.415909345815262,0.685732242096863,9
"424",0.331703751407665,0.584938694983273,0.838173638558881,9
"425",0.209913693687525,0.479380474789068,0.748847255890612,9
"426",-0.00418843782708922,0.223595762830286,0.451379963487661,9
"427",0.268992667961441,0.532701636908703,0.796410605855965,9
"428",0.0879064253961733,0.350747869980626,0.613589314565079,9
"429",0.263287896419057,0.527742582556457,0.792197268693858,9
"430",0.171703072006884,0.4422354141606,0.712767756314315,9
"431",0.14313844030184,0.41279716209913,0.682455883896419,9
"432",0.332400144411846,0.585497245141404,0.838594345870963,9
"433",0.141814180929946,0.411393288073897,0.680972395217849,9
"434",0.109034717095068,0.375391760943773,0.641748804792477,9
"435",0.126841187041239,0.395257114718501,0.663673042395762,9
"436",0.217618530155292,0.486597635564718,0.755576740974144,9
"437",0.124249196138281,0.392412766494118,0.660576336849954,9
"438",0.33106931734828,0.584429457439564,0.837789597530848,9
"439",0.147886605163862,0.417800993107214,0.687715381050567,9
"440",0.269623865989059,0.53324803380089,0.79687220161272,9
"441",0.33230967606429,0.585424708729283,0.838539741394277,9
"442",0.120623506021404,0.388407690965134,0.656191875908864,9
"443",0.106824220175125,0.372870478977145,0.638916737779165,9
"444",0.195811266834751,0.465942769474183,0.736074272113614,9
"445",0.211108607096516,0.480505383352497,0.749902159608478,9
"446",0.210217615376555,0.479666789139853,0.749115962903151,9
"447",0.331037134317894,0.58440361554281,0.837770096767726,9
"448",0.137673625271476,0.406979945015875,0.676286264760273,9
"449",0.145500583540946,0.415292277700804,0.685083971860661,9
"450",-0.0103427418504212,0.213404872392976,0.437152486636373,9
