"","x","y"
"Xg",1.67846236890342,0.667305465334695
"Cs",1.0702515574778,1.2702515574778
"Ls",0.988810136797691,0.333416630696686
"Ch",1.59652766015261,-0.087464337819024
"Xm",2.36693788395049,-1.28465918585771
"Pm",2.41730473038959,0.83119127624948
"Pa",2.01130323946332,1.84812654613562
"Pu",-0.0647535913460523,2.32784997185458
"Rs",0.135946320010796,-0.0824098825458316
